cod_cliente;Escolaridade;Tem Filhos;Salário;Idade;Estado Civil;Profissão;Número de Cartões de Crédito;cod_estado
403;Fundamental;Sim;9625.12;38.54;;;1;15
404;Superior;Não;4904.74;67.36;Solteiro;Advogado;3;21
405;Fundamental;Sim;6216.58;39.44;Casado;Outros;0;22
406;Superior;Sim;5077.83;36.23;Solteiro;Artista;0;5
407;Fundamental;Sim;5213.07;64.9;Viúvo;Estudante;2;20
408;Pós-Graduação;Não;8171.24;77.79;Divorciado;Professor;0;3
409;Médio;Não;6836.09;49.28;Casado;Artista;3;27
410;Superior;Não;9685.57;24.34;Viúvo;Professor;3;17
411;Pós-Graduação;Sim;4967.65;36.81;Solteiro;Engenheiro;0;19
412;Fundamental;Sim;8958.78;49.51;Divorciado;Médico;3;9
413;Médio;Sim;8869.99;37.57;Casado;Professor;0;27
414;Pós-Graduação;Não;3005.13;52.3;Casado;Advogado;0;6
415;Fundamental;Sim;4771.77;29.69;Casado;Estudante;2;7
416;Médio;Não;4372.83;31.37;Solteiro;Advogado;0;10
417;Médio;Não;9641.21;38.21;Divorciado;Outros;1;27
418;Superior;Sim;1289.88;53.28;Divorciado;Empresário;2;15
419;Pós-Graduação;Não;4245.01;51.19;Viúvo;Engenheiro;3;20
420;Pós-Graduação;Não;6027.53;29.87;Casado;Médico;1;10
421;Superior;Não;3253.13;55.25;Viúvo;Engenheiro;2;15
422;Médio;Não;6826.03;45.82;Viúvo;Empresário;1;2
423;Pós-Graduação;Não;7840.63;56.35;Solteiro;Médico;3;11
424;Fundamental;Não;3080.5;50.02;Divorciado;Empresário;2;12
425;Superior;Não;5788.36;29.32;Casado;Médico;0;20
426;Fundamental;Sim;7440.74;62.45;Viúvo;Médico;0;9
427;Médio;Não;3313.29;40.46;Divorciado;Professor;2;22
428;Médio;Não;4761.11;21.71;Casado;Estudante;3;16
429;Superior;Não;7825.83;66.01;Casado;Empresário;1;19
430;Médio;Não;7235.91;65.77;Solteiro;Estudante;3;16
431;Fundamental;Sim;8759.76;64.85;Solteiro;Estudante;2;27
432;Médio;Sim;1263.0;27.62;Casado;Engenheiro;3;2
433;Fundamental;Não;7962.41;61.92;Casado;Engenheiro;1;18
434;Superior;Sim;3957.09;48.3;Solteiro;Professor;0;5
435;Fundamental;Sim;6197.86;25.15;Viúvo;Engenheiro;1;22
436;Fundamental;Não;5385.73;54.07;Viúvo;Engenheiro;3;15
437;Superior;Não;2152.79;58.66;Divorciado;Empresário;1;4
438;Fundamental;Sim;1477.52;64.57;Divorciado;Médico;0;4
439;Superior;Não;2656.09;70.06;Solteiro;Advogado;1;7
440;Superior;Sim;4237.29;39.69;Solteiro;Médico;2;19
441;Médio;Não;3369.37;75.8;Casado;Outros;1;3
442;Superior;Não;7554.62;22.87;Viúvo;Artista;2;21
443;Pós-Graduação;Sim;7097.01;33.96;Divorciado;Empresário;2;10
444;Fundamental;Sim;9065.13;49.53;Solteiro;Engenheiro;3;17
445;Superior;Sim;7241.29;34.25;Solteiro;Estudante;1;11
446;Fundamental;Sim;8973.86;52.97;Solteiro;Professor;2;14
447;Fundamental;Não;7105.85;59.02;Solteiro;Artista;3;5
448;Superior;Não;5913.53;79.21;Viúvo;Estudante;3;20
449;Superior;Não;7866.05;61.94;Solteiro;;1;8
450;Superior;Não;7965.0;34.07;Viúvo;Médico;2;15
451;Pós-Graduação;Sim;4368.88;78.13;Viúvo;Artista;3;8
452;Médio;Sim;8217.88;44.32;Viúvo;Empresário;3;17
453;Fundamental;Não;4810.47;46.27;Viúvo;Médico;3;15
454;Fundamental;Sim;4555.42;40.27;Divorciado;Médico;0;27
455;Fundamental;Sim;2200.9;78.43;Solteiro;Empresário;2;17
456;Fundamental;Sim;3197.22;21.82;Casado;Engenheiro;2;14
457;Pós-Graduação;Sim;4003.56;31.85;Viúvo;Professor;3;8
458;Pós-Graduação;Sim;2862.96;57.35;Viúvo;Outros;0;27
459;Superior;Sim;3896.19;49.33;Casado;Médico;0;19
460;Médio;Sim;6479.32;34.31;Divorciado;Outros;1;3
461;Médio;Sim;9202.76;67.13;Viúvo;Empresário;3;11
462;Pós-Graduação;Sim;3794.68;56.29;;Professor;3;8
463;Fundamental;Não;8792.98;21.67;Solteiro;Médico;2;2
464;Pós-Graduação;Sim;3914.88;27.73;Viúvo;Estudante;1;7
465;Médio;Sim;4287.86;55.75;Divorciado;Advogado;1;10
466;Médio;Sim;7156.58;21.89;Divorciado;Estudante;3;23
467;Fundamental;Não;2725.26;36.9;Solteiro;Outros;3;15
468;Pós-Graduação;Sim;1613.14;62.87;Casado;Professor;3;3
469;Médio;Não;4704.42;32.35;Solteiro;Empresário;0;10
470;Fundamental;Não;8101.99;77.02;Divorciado;Advogado;3;5
471;Médio;Sim;3559.79;20.67;Divorciado;Advogado;0;22
472;Superior;Sim;5125.1;69.95;Casado;Estudante;1;13
473;Pós-Graduação;Não;6156.19;62.59;Divorciado;Artista;0;24
474;Médio;Não;8740.45;72.9;Divorciado;Estudante;1;10
475;Pós-Graduação;Não;4292.3;45.72;Divorciado;Estudante;0;17
476;Superior;Não;4179.56;68.25;Divorciado;Engenheiro;2;2
477;Fundamental;Sim;4038.64;66.08;Viúvo;Outros;3;4
478;Fundamental;Não;3561.66;24.21;Casado;Outros;0;14
479;Fundamental;Não;3842.55;29.68;Viúvo;Outros;1;26
480;Pós-Graduação;Não;4566.51;38.05;Divorciado;Professor;0;3
481;Superior;Sim;9968.51;77.02;Divorciado;Professor;1;3
482;Fundamental;Não;8402.06;40.66;Viúvo;Advogado;0;9
483;Médio;Não;4733.21;64.57;Solteiro;Engenheiro;2;15
484;Superior;Sim;3362.76;43.75;Viúvo;Advogado;3;27
485;Superior;Não;2772.35;22.47;Casado;Estudante;3;15
486;Superior;Sim;7412.75;67.01;Casado;Médico;1;1
487;Fundamental;Sim;4278.0;27.95;Viúvo;Empresário;0;26
488;Médio;Sim;4841.13;79.13;Divorciado;Professor;1;24
489;Superior;Sim;1598.39;54.75;Viúvo;Artista;3;20
490;Superior;Sim;2048.88;45.88;Solteiro;Estudante;3;13
491;Médio;Não;7419.56;23.35;Divorciado;Médico;1;15
492;Pós-Graduação;Não;3798.65;73.47;Viúvo;Professor;1;11
493;Médio;Não;4750.32;71.22;Viúvo;Engenheiro;1;5
494;Pós-Graduação;Sim;7911.9;41.33;Solteiro;Médico;1;3
495;Fundamental;Não;2527.15;29.34;Divorciado;Outros;1;25
496;Pós-Graduação;Sim;3735.76;31.14;Viúvo;Empresário;0;26
497;Fundamental;Não;8221.37;73.66;Solteiro;Outros;0;6
498;Médio;Não;2331.01;27.21;Solteiro;Advogado;3;17
499;Médio;Sim;7067.58;61.02;Divorciado;Professor;3;24
500;Fundamental;Sim;3749.8;66.49;Viúvo;Empresário;1;10
501;Médio;Não;1442.37;68.37;Solteiro;Artista;1;26
502;Fundamental;Não;6875.76;79.29;Solteiro;Médico;0;23
503;Pós-Graduação;Não;2507.78;29.41;Casado;Advogado;0;22
504;Médio;Sim;5527.4;48.92;Solteiro;Artista;3;27
505;Pós-Graduação;Não;3546.99;63.14;Solteiro;Estudante;1;7
506;Pós-Graduação;Sim;3662.71;41.8;Viúvo;Artista;3;27
507;Superior;Sim;1079.45;54.84;Solteiro;Professor;0;4
508;Fundamental;Não;1418.37;79.93;Viúvo;Engenheiro;0;24
509;Médio;Sim;5109.19;28.64;Solteiro;Engenheiro;3;19
510;Fundamental;Não;6367.86;42.72;Casado;Artista;3;16
511;Pós-Graduação;Não;3071.79;39.93;Solteiro;Outros;0;12
512;Fundamental;Não;7118.46;29.9;Casado;Empresário;2;8
513;Superior;Não;6339.02;58.17;Viúvo;Empresário;3;9
514;Fundamental;Não;3698.46;68.89;Viúvo;Engenheiro;3;15
515;Médio;Não;7846.66;79.45;Viúvo;Advogado;0;20
516;Fundamental;Não;2422.36;38.31;Solteiro;Estudante;3;12
517;Médio;Não;4120.08;68.41;Viúvo;Médico;2;18
518;Fundamental;Sim;8319.5;57.34;Viúvo;Estudante;2;18
519;Fundamental;Não;9421.32;54.49;Viúvo;Empresário;0;1
520;Pós-Graduação;Não;4171.96;19.19;Casado;Professor;1;11
521;Pós-Graduação;Não;7066.51;39.96;Solteiro;Empresário;2;26
522;Pós-Graduação;Não;7726.19;78.69;Casado;Médico;1;24
523;Superior;Sim;6440.97;69.02;Solteiro;Outros;3;19
524;Médio;Não;7060.72;71.16;Solteiro;Estudante;3;10
525;Pós-Graduação;Sim;4174.2;67.75;Solteiro;Engenheiro;3;24
526;Pós-Graduação;Sim;4531.64;54.34;Casado;Estudante;1;10
527;Fundamental;Sim;1294.03;62.96;Solteiro;Médico;1;14
528;Fundamental;Sim;5541.99;29.84;Divorciado;Advogado;1;10
529;Fundamental;Não;3808.74;66.07;Solteiro;Advogado;2;2
530;Médio;Sim;7128.44;56.23;Casado;Médico;0;18
531;Médio;Não;8738.03;50.67;Solteiro;Outros;3;1
532;Médio;Não;7042.3;51.76;Divorciado;Estudante;0;11
533;Superior;Não;5004.24;60.84;Casado;Estudante;3;3
534;Superior;Não;6038.52;79.1;Solteiro;Engenheiro;1;22
535;Pós-Graduação;Sim;4368.95;30.41;Viúvo;Engenheiro;3;22
536;Superior;Sim;6587.6;27.14;Divorciado;Advogado;3;18
537;Superior;Sim;8745.8;18.4;Viúvo;Estudante;1;9
538;Pós-Graduação;Não;7839.7;19.45;Divorciado;Médico;0;12
539;Médio;Sim;1956.05;58.26;Viúvo;;0;18
540;Fundamental;Não;5503.83;73.58;Viúvo;Outros;2;24
541;Fundamental;Sim;1466.1;43.62;;Artista;0;19
542;Médio;Sim;6812.18;65.94;Divorciado;Empresário;0;23
543;Fundamental;Sim;8624.79;26.52;Viúvo;Professor;3;21
544;Pós-Graduação;Não;1552.71;61.95;Divorciado;Professor;0;16
545;Médio;Não;1603.23;57.73;Viúvo;Médico;2;8
546;Pós-Graduação;Sim;7506.11;44.81;Viúvo;Advogado;1;3
547;Fundamental;Não;4123.58;39.17;Casado;Estudante;1;22
548;Superior;Sim;6076.59;19.17;Viúvo;Engenheiro;2;21
549;Superior;Não;3651.54;68.63;Divorciado;Artista;3;25
550;Pós-Graduação;Não;4346.3;61.66;Viúvo;Advogado;3;20
551;Superior;Sim;7884.96;27.75;Casado;Artista;0;18
552;Superior;Não;8379.7;46.8;Solteiro;Engenheiro;2;4
553;Superior;Não;4308.4;47.06;Casado;Empresário;1;7
554;Médio;Sim;6147.36;39.57;Casado;Outros;1;3
555;Médio;Não;2023.28;61.49;Casado;Empresário;3;7
556;Fundamental;Não;7374.64;59.57;Casado;Advogado;0;9
557;Superior;Não;6792.05;57.47;Solteiro;Engenheiro;1;7
558;Fundamental;Sim;5973.89;33.45;Divorciado;Outros;0;1
559;Fundamental;Não;5893.58;58.24;Divorciado;Professor;1;11
560;Pós-Graduação;Não;9358.94;51.59;Casado;Outros;2;12
561;Superior;Não;9236.2;76.81;Divorciado;Estudante;1;26
562;Pós-Graduação;Não;8851.19;45.62;Divorciado;Estudante;0;23
563;Médio;Não;6722.05;24.25;Solteiro;Advogado;0;22
564;Fundamental;Sim;1636.47;27.81;Viúvo;Professor;0;17
565;Fundamental;Sim;8444.4;24.75;Solteiro;Estudante;1;1
566;Médio;Sim;5201.68;39.86;Solteiro;Estudante;3;14
567;Pós-Graduação;Não;9203.26;57.73;Divorciado;Empresário;0;14
568;Médio;Sim;9256.18;72.33;Divorciado;Estudante;3;11
569;Fundamental;Não;3122.78;66.77;Viúvo;Outros;1;25
570;Pós-Graduação;Não;3477.04;43.25;Casado;Advogado;2;6
571;Médio;Sim;1013.91;19.75;Casado;Estudante;3;4
572;Pós-Graduação;Sim;1038.45;34.87;Divorciado;Professor;1;22
573;Superior;Sim;8106.19;24.98;Casado;Empresário;1;14
574;Superior;Não;8301.37;39.73;Casado;Professor;2;26
575;Pós-Graduação;Sim;3064.06;25.72;Viúvo;Empresário;2;17
576;Superior;Sim;8219.23;26.24;Solteiro;Outros;0;7
577;Superior;Sim;3784.54;43.88;Casado;Artista;1;15
578;Pós-Graduação;Sim;3270.75;71.45;Casado;Artista;0;10
579;Médio;Sim;6538.04;47.84;Divorciado;Artista;3;3
580;Médio;Não;9616.8;60.73;Solteiro;Médico;1;2
581;Fundamental;Sim;2301.08;52.43;Casado;Empresário;1;2
582;Fundamental;Sim;1870.23;19.56;Viúvo;Estudante;2;12
583;Médio;Não;1653.1;40.38;Solteiro;Estudante;1;4
584;Superior;Sim;6083.83;19.98;Solteiro;Artista;1;1
585;Fundamental;Não;9477.32;77.38;Divorciado;Professor;1;20
586;Médio;Sim;3587.28;39.31;Casado;Artista;0;18
587;Médio;Sim;7099.12;24.47;Divorciado;Engenheiro;3;25
588;Médio;Não;6356.69;65.95;Viúvo;Estudante;2;7
589;Pós-Graduação;Não;1401.96;51.12;Viúvo;Empresário;3;21
590;Médio;Não;9068.32;22.8;Divorciado;Engenheiro;3;24
591;Médio;Não;4843.06;46.58;Casado;Outros;1;12
592;Médio;Sim;4892.43;48.62;Viúvo;Médico;1;9
593;Pós-Graduação;Sim;6828.78;41.07;Casado;Professor;3;26
594;Fundamental;Sim;6810.54;41.14;Solteiro;Médico;1;7
595;Pós-Graduação;Não;2192.38;34.32;Casado;Engenheiro;2;5
596;Médio;Não;4043.84;67.6;Casado;Médico;2;4
597;Superior;Não;8416.09;69.72;Divorciado;Empresário;0;22
598;Superior;Não;1060.13;33.54;Solteiro;Empresário;0;3
599;Pós-Graduação;Não;2341.08;28.23;Solteiro;Empresário;3;15
600;Médio;Sim;2504.93;57.59;Divorciado;Médico;3;5
601;Fundamental;Não;3919.3;29.79;Viúvo;Advogado;2;13
602;Pós-Graduação;Não;7093.73;44.12;Divorciado;Advogado;0;19
603;Pós-Graduação;Sim;9310.51;19.76;Divorciado;Artista;3;25
604;Pós-Graduação;Não;5156.91;75.76;Divorciado;Professor;2;5
605;Superior;Não;4320.89;28.95;Solteiro;Estudante;2;11
606;Fundamental;Sim;2584.22;59.06;Solteiro;Professor;2;16
607;Pós-Graduação;Não;3488.19;74.8;Solteiro;Médico;2;4
608;Pós-Graduação;Sim;8186.94;32.25;Viúvo;Professor;2;18
609;Fundamental;Sim;3336.29;23.54;Divorciado;Outros;0;22
610;Superior;Sim;8396.0;58.2;Viúvo;Engenheiro;3;6
611;Pós-Graduação;Não;3405.33;58.43;Solteiro;Artista;2;11
612;Pós-Graduação;Não;2567.48;36.76;Viúvo;Médico;0;13
613;Fundamental;Não;6646.72;61.69;Casado;Outros;0;24
614;Fundamental;Sim;4802.7;29.41;Solteiro;Outros;1;12
615;Fundamental;Sim;1926.1;50.36;Solteiro;Artista;0;22
616;Superior;Sim;2103.54;45.67;Viúvo;Outros;2;13
617;Superior;Não;7375.82;72.25;Viúvo;Artista;1;8
618;Superior;Não;9290.19;25.57;Casado;Professor;1;17
619;Médio;Sim;4208.65;35.76;Solteiro;Artista;1;23
620;Pós-Graduação;Sim;3581.37;32.98;Viúvo;Outros;1;22
621;Superior;Não;6658.08;61.17;Divorciado;Professor;3;27
622;Médio;Sim;1899.64;37.09;Solteiro;Médico;2;2
623;Fundamental;Sim;8905.5;50.64;Casado;Outros;2;21
624;Médio;Sim;4203.04;73.45;Divorciado;Outros;1;23
625;Médio;Não;9077.63;56.37;Divorciado;Estudante;3;21
626;Pós-Graduação;Sim;7272.29;21.25;Divorciado;Artista;0;26
627;Médio;Não;2978.29;72.79;Divorciado;Empresário;0;16
628;Pós-Graduação;Sim;2715.76;43.54;Solteiro;Outros;1;19
629;Pós-Graduação;Sim;6207.19;31.92;Casado;Artista;0;9
630;Fundamental;Sim;8385.97;48.02;Solteiro;Médico;3;25
631;Superior;Não;7549.06;36.06;Casado;Artista;3;17
632;Médio;Não;8184.81;36.82;Divorciado;Estudante;1;13
633;Superior;Não;7969.9;36.36;Solteiro;Artista;1;23
634;Superior;Não;2718.7;26.84;Casado;Médico;2;5
635;Superior;Não;4658.91;36.99;Casado;Outros;3;12
636;Fundamental;Não;6211.66;45.67;Viúvo;Empresário;1;19
637;Superior;Não;4070.55;36.4;Casado;Artista;0;6
638;Médio;Sim;8151.57;69.32;Casado;;3;26
639;Fundamental;Sim;6543.57;41.02;Viúvo;Estudante;3;12
640;Fundamental;Não;3060.87;34.41;Viúvo;Professor;2;4
641;Médio;Sim;9965.95;30.41;Casado;Empresário;2;22
642;Fundamental;Sim;6852.83;68.94;Viúvo;Advogado;3;11
643;Pós-Graduação;Sim;4315.04;55.61;Divorciado;Médico;1;17
644;Pós-Graduação;Não;8074.67;27.86;Viúvo;Engenheiro;2;14
645;Pós-Graduação;Não;5639.02;73.95;Solteiro;Engenheiro;0;9
646;Pós-Graduação;Sim;7216.86;74.31;Divorciado;Engenheiro;0;17
647;Fundamental;Sim;5033.57;66.31;Solteiro;Outros;1;4
648;Médio;Não;1393.68;47.87;Casado;Médico;0;24
649;Médio;Sim;3661.78;35.79;Solteiro;Advogado;3;7
650;Superior;Sim;9291.74;71.49;Casado;Outros;0;11
651;Médio;Não;8444.04;27.97;Casado;Médico;1;3
652;Superior;Sim;9221.91;29.51;Divorciado;Estudante;3;18
653;Pós-Graduação;Sim;4347.41;34.51;Divorciado;Estudante;0;22
654;Pós-Graduação;Sim;8133.75;27.94;Casado;Engenheiro;1;27
655;Fundamental;Não;9035.31;68.61;Viúvo;Artista;0;11
656;Pós-Graduação;Sim;3489.71;24.87;Casado;Artista;0;14
657;Fundamental;Sim;9564.57;39.28;Divorciado;Outros;2;25
658;Superior;Não;1138.48;78.52;Viúvo;Advogado;3;4
659;Pós-Graduação;Não;3394.23;59.1;Divorciado;Advogado;1;11
660;Fundamental;Não;9427.33;22.69;Viúvo;Empresário;0;16
661;Médio;Não;2026.07;42.07;Viúvo;Professor;0;5
662;Superior;Sim;6513.79;36.63;Viúvo;Professor;3;22
663;Fundamental;Sim;6868.91;26.93;Viúvo;Artista;3;23
664;Fundamental;Sim;4230.88;74.51;Viúvo;Outros;0;3
665;Superior;Sim;8237.89;79.97;Solteiro;Engenheiro;3;18
666;Médio;Não;5098.43;79.84;Solteiro;Artista;2;17
667;Médio;Não;9599.4;75.35;Casado;Advogado;1;11
668;Fundamental;Sim;2319.35;72.9;Viúvo;Outros;3;23
669;Fundamental;Sim;9717.4;29.14;Casado;Advogado;0;3
670;Pós-Graduação;Sim;7267.69;67.24;Divorciado;Advogado;1;5
671;Pós-Graduação;Sim;5632.25;30.99;Viúvo;Médico;1;19
672;Pós-Graduação;Sim;6609.71;71.24;Viúvo;Médico;3;12
673;Pós-Graduação;Não;7851.86;47.57;Viúvo;Advogado;2;24
674;Fundamental;Sim;9740.16;50.36;Casado;Artista;3;12
675;Pós-Graduação;Sim;9070.04;58.48;Solteiro;Advogado;1;11
676;Fundamental;Não;9259.42;46.08;Casado;Empresário;1;18
677;Fundamental;Não;8446.11;76.33;Solteiro;Professor;0;23
678;Superior;Sim;1913.09;29.08;Viúvo;Médico;2;5
679;Pós-Graduação;Sim;9162.4;70.56;Divorciado;Engenheiro;2;23
680;Pós-Graduação;Não;3478.23;34.79;Solteiro;Empresário;0;2
681;Superior;Não;8130.26;35.53;Casado;Estudante;1;20
682;Superior;Sim;3879.74;53.3;Solteiro;Professor;0;4
683;Superior;Não;1899.91;52.16;Casado;Engenheiro;1;2
684;Fundamental;Não;5255.65;54.41;Solteiro;Professor;3;6
685;Superior;Sim;2276.61;61.97;Viúvo;Artista;0;27
686;Médio;Não;4795.9;59.7;Viúvo;Empresário;3;23
687;Fundamental;Não;5739.42;39.96;Casado;Engenheiro;0;19
688;Fundamental;Sim;4678.23;19.64;Viúvo;Médico;2;18
689;Pós-Graduação;Sim;9227.98;51.83;Divorciado;Empresário;1;22
690;Pós-Graduação;Não;4753.67;61.42;Divorciado;Empresário;3;19
691;Superior;Não;5886.69;19.09;Viúvo;Outros;3;14
692;Fundamental;Não;4344.23;46.96;Casado;Outros;2;12
693;Médio;Não;5432.26;46.86;Solteiro;Empresário;1;12
694;Superior;Não;9180.02;69.29;Solteiro;Empresário;0;1
695;Superior;Não;1749.32;50.24;Solteiro;Advogado;2;23
696;Superior;Sim;2442.4;48.23;Divorciado;Outros;2;18
697;Médio;Sim;8735.38;72.21;Casado;Empresário;0;17
698;Superior;Sim;5314.25;21.16;Divorciado;Médico;2;25
699;Pós-Graduação;Não;5678.74;33.98;Casado;Médico;0;20
700;Superior;Sim;3311.73;66.63;Divorciado;Empresário;2;5
701;Médio;Sim;8529.46;36.09;Solteiro;Engenheiro;2;12
702;Fundamental;Sim;3651.04;44.13;Casado;Engenheiro;2;3
703;Pós-Graduação;Sim;7102.47;49.86;Viúvo;Médico;1;20
704;Médio;Sim;6723.63;56.3;Divorciado;Professor;2;26
705;Médio;Não;8529.05;45.28;Divorciado;Professor;0;25
706;Superior;Sim;2124.52;72.97;Casado;Estudante;3;14
707;Médio;Não;7277.04;78.78;Divorciado;Artista;0;8
708;Pós-Graduação;Sim;6813.14;44.56;Divorciado;Engenheiro;2;22
709;Médio;Sim;1187.01;74.89;Viúvo;Engenheiro;1;8
710;Superior;Sim;8071.05;20.82;Divorciado;Médico;1;4
711;Médio;Não;3933.69;55.94;;Advogado;2;4
712;Médio;Sim;3426.93;59.65;Divorciado;Outros;1;19
713;Pós-Graduação;Sim;6464.59;21.09;Solteiro;Engenheiro;0;20
714;Pós-Graduação;Não;5619.82;70.59;Viúvo;Outros;0;14
715;Superior;Sim;2131.99;54.96;Divorciado;Outros;3;4
716;Pós-Graduação;Sim;1383.07;63.08;Solteiro;Professor;1;18
717;Pós-Graduação;Não;1776.17;76.63;Solteiro;Médico;2;23
718;Pós-Graduação;Sim;4580.53;49.7;Casado;Engenheiro;3;16
719;Superior;Não;2509.79;29.45;Casado;Empresário;1;18
720;Pós-Graduação;Sim;1094.37;61.22;Solteiro;Médico;2;18
721;Superior;Sim;9575.96;31.95;Solteiro;Professor;3;20
722;Fundamental;Não;3923.34;29.57;Casado;Estudante;2;18
723;Pós-Graduação;Não;9249.77;40.72;Casado;Outros;3;16
724;Pós-Graduação;Sim;1815.95;39.67;Viúvo;Empresário;3;6
725;Fundamental;Não;9665.27;62.69;Solteiro;Advogado;3;16
726;Superior;Sim;2631.02;65.28;Solteiro;Outros;3;2
727;Pós-Graduação;Sim;3957.69;49.57;Solteiro;Professor;0;22
728;Médio;Não;9526.91;25.8;Divorciado;Engenheiro;2;20
729;Médio;Não;7125.08;27.17;Casado;Médico;2;21
730;Fundamental;Não;2695.04;44.8;Divorciado;Engenheiro;1;24
731;Médio;Não;9150.02;79.59;Divorciado;Advogado;1;20
732;Pós-Graduação;Não;6352.57;25.5;Divorciado;Empresário;2;5
733;Pós-Graduação;Sim;3675.04;42.07;Casado;Empresário;3;4
734;Superior;Não;4871.68;54.45;Casado;Advogado;3;23
735;Médio;Sim;8876.38;57.06;Viúvo;Estudante;2;5
736;Superior;Não;6188.07;60.86;Solteiro;Engenheiro;3;12
737;Médio;Sim;8894.04;58.75;Divorciado;Outros;1;12
738;Médio;Sim;6027.32;60.0;Solteiro;Engenheiro;0;14
739;Pós-Graduação;Não;4111.95;32.34;Solteiro;Engenheiro;0;13
740;Fundamental;Sim;3687.16;65.06;Divorciado;Médico;1;8
741;Pós-Graduação;Sim;4013.59;71.64;Divorciado;Professor;2;13
742;Fundamental;Sim;9023.06;76.22;Casado;Empresário;0;14
743;Superior;Sim;5511.82;27.5;Casado;Empresário;3;21
744;Pós-Graduação;Não;4246.2;60.81;Solteiro;Médico;0;14
745;Médio;Não;2746.02;18.23;Viúvo;Médico;0;13
746;Médio;Sim;6786.53;48.07;Viúvo;Estudante;0;23
747;Superior;Não;6307.92;22.06;Divorciado;Artista;3;4
748;Médio;Sim;6155.93;54.03;Solteiro;Advogado;2;9
749;Médio;Não;8742.4;36.07;Solteiro;Professor;0;22
750;Superior;Não;5497.24;69.76;Solteiro;Professor;2;22
751;Pós-Graduação;Sim;1873.66;59.63;Divorciado;Engenheiro;1;1
752;Médio;Sim;3552.69;45.7;Casado;Estudante;3;9
753;Médio;Sim;6771.6;45.42;Divorciado;Artista;0;5
754;Pós-Graduação;Não;2819.62;42.72;Solteiro;Outros;0;14
755;Superior;Sim;1883.16;29.19;Casado;Advogado;2;19
756;Médio;Não;1591.44;36.81;Viúvo;Engenheiro;2;15
757;Médio;Não;7632.35;49.1;Casado;Estudante;3;6
758;Superior;Sim;4768.0;66.36;Casado;Artista;;13
759;Médio;Não;5312.78;66.91;Solteiro;Médico;2;15
760;Fundamental;Não;9355.66;59.56;Solteiro;Professor;0;25
761;Superior;Não;4375.45;31.9;Viúvo;Empresário;1;11
762;Médio;Sim;6707.92;61.89;Solteiro;Engenheiro;0;7
763;Pós-Graduação;Sim;9919.5;67.92;Solteiro;Empresário;0;3
764;Fundamental;Não;2977.24;70.48;Solteiro;Empresário;0;12
765;Médio;Não;6067.1;64.8;Casado;Advogado;0;1
766;Médio;Sim;8159.46;23.81;Solteiro;Empresário;1;1
767;Superior;Sim;5109.54;36.18;Solteiro;Advogado;2;4
768;Médio;Sim;9486.06;50.84;Solteiro;Advogado;0;20
769;Superior;Sim;5081.16;48.54;Solteiro;Advogado;3;20
770;Fundamental;Sim;6014.72;56.57;Viúvo;Artista;1;11
771;Fundamental;Não;7780.78;61.57;Solteiro;Professor;2;17
772;Médio;Não;3858.5;45.44;Casado;Artista;3;20
773;Fundamental;Sim;8955.05;48.24;Divorciado;Estudante;;26
774;Superior;Não;9729.05;40.96;Solteiro;Professor;;1
775;Médio;Não;2619.22;77.77;Viúvo;Médico;3;2
776;Fundamental;Não;9901.35;77.37;Casado;Empresário;3;15
777;Médio;Sim;5505.47;22.14;Divorciado;Estudante;3;25
778;Pós-Graduação;Não;2481.69;42.45;Solteiro;Médico;3;12
779;Pós-Graduação;Não;2035.73;19.3;Solteiro;Advogado;3;2
780;Médio;Não;5438.11;56.06;Casado;Outros;0;8
781;Fundamental;Sim;2596.45;50.31;Solteiro;Médico;1;15
782;Fundamental;Sim;9750.51;57.38;Divorciado;Estudante;1;10
783;Médio;Não;6449.83;74.48;Viúvo;Artista;3;8
784;Fundamental;Não;1418.15;55.16;Divorciado;Advogado;0;26
785;Pós-Graduação;Não;9121.11;78.24;Solteiro;Advogado;0;27
786;Médio;Não;7900.08;57.49;Viúvo;Estudante;1;24
787;Médio;Não;6843.15;50.04;Divorciado;Advogado;2;22
788;Superior;Não;6014.26;53.55;Casado;Professor;3;4
789;Médio;Sim;9179.96;72.32;Solteiro;Médico;0;11
790;Pós-Graduação;Sim;5254.11;29.06;Divorciado;Professor;1;15
